0.1 247.884 247.884 2 1 0
0.100013 247.921 247.921 1 1 0
0.100027 247.958 247.958 1 1 0
0.100054 248.032 248.032 1 1 0
0.100107 248.179 248.179 1 1 0
0.100215 248.474 248.474 1 1 0
0.100382 248.934 248.934 1 1 0
0.10055 249.395 249.395 1 1 0
0.100718 249.855 249.855 1 1 0
0.100885 250.316 250.316 1 1 0
0.101053 250.776 250.776 1 1 0
0.10122 251.237 251.237 1 1 0
0.101388 251.697 251.697 1 1 0
0.101555 252.158 252.158 1 1 0
0.101723 252.619 252.619 1 1 0
0.10189 253.079 253.079 1 1 0
0.102057 253.54 253.54 1 1 0
0.102225 254.001 254.001 1 1 0
0.102392 254.461 254.461 1 1 0
0.102559 254.922 254.922 1 1 0
0.102727 255.383 255.383 1 1 0
0.102894 255.844 255.844 1 1 0
0.103061 256.305 256.305 1 1 0
0.103228 256.766 256.766 1 1 0
0.103395 257.227 257.227 1 1 0
0.103562 257.688 257.688 1 1 0
0.10373 258.149 258.149 1 1 0
0.103897 258.61 258.61 1 1 0
0.104064 259.071 259.071 1 1 0
0.104231 259.532 259.532 1 1 0
0.104398 259.993 259.993 1 1 0
0.104564 260.454 260.454 1 1 0
0.104731 260.915 260.915 1 1 0
0.104898 261.377 261.377 1 1 0
0.105065 261.838 261.838 1 1 0
0.105232 262.299 262.299 1 1 0
0.105399 262.76 262.76 1 1 0
0.105565 263.222 263.222 1 1 0
0.105732 263.683 263.683 1 1 0
0.105899 264.145 264.145 1 1 0
0.106065 264.606 264.606 1 1 0
0.106232 265.067 265.067 1 1 0
0.106399 265.529 265.529 1 1 0
0.106565 265.99 265.99 1 1 0
0.106732 266.452 266.452 1 1 0
0.106898 266.914 266.914 1 1 0
0.107065 267.375 267.375 1 1 0
0.107231 267.837 267.837 1 1 0
0.107398 268.298 268.298 1 1 0
0.107564 268.76 268.76 1 1 0
0.107731 269.222 269.222 1 1 0
0.107897 269.684 269.684 1 1 0
0.108063 270.145 270.145 1 1 0
0.10823 270.607 270.607 1 1 0
0.108396 271.069 271.069 1 1 0
0.108562 271.531 271.531 1 1 0
0.108728 271.993 271.993 1 1 0
0.108894 272.455 272.455 1 1 0
0.109061 272.916 272.916 1 1 0
0.109227 273.378 273.378 1 1 0
0.109393 273.84 273.84 1 1 0
0.109559 274.302 274.302 1 1 0
0.109725 274.765 274.765 1 1 0
0.109891 275.227 275.227 1 1 0
0.110057 275.689 275.689 1 1 0
0.110223 276.151 276.151 1 1 0
0.110389 276.613 276.613 1 1 0
0.110555 277.075 277.075 1 1 0
0.110721 277.537 277.537 1 1 0
0.110886 278 278 1 1 0
0.111052 278.462 278.462 1 1 0
0.111218 278.924 278.924 1 1 0
0.111384 279.387 279.387 1 1 0
0.11155 279.849 279.849 1 1 0
0.111715 280.311 280.311 1 1 0
0.111881 280.774 280.774 1 1 0
0.112047 281.236 281.236 1 1 0
0.112212 281.699 281.699 1 1 0
0.112378 282.161 282.161 1 1 0
0.112544 282.624 282.624 1 1 0
0.112709 283.086 283.086 1 1 0
0.112875 283.549 283.549 1 1 0
0.11304 284.012 284.012 1 1 0
0.113206 284.474 284.474 1 1 0
0.113371 284.937 284.937 1 1 0
0.113537 285.4 285.4 1 1 0
0.113702 285.862 285.862 1 1 0
0.113867 286.325 286.325 1 1 0
0.114033 286.788 286.788 1 1 0
0.114198 287.251 287.251 1 1 0
0.114363 287.714 287.714 1 1 0
0.114529 288.176 288.176 1 1 0
0.114694 288.639 288.639 1 1 0
0.114859 289.102 289.102 1 1 0
0.115024 289.565 289.565 1 1 0
0.115189 290.028 290.028 1 1 0
0.115355 290.491 290.491 1 1 0
0.11552 290.954 290.954 1 1 0
0.115685 291.417 291.417 1 1 0
0.11585 291.88 291.88 1 1 0
0.116015 292.343 292.343 1 1 0
0.11618 292.807 292.807 1 1 0
0.116345 293.27 293.27 1 1 0
0.11651 293.733 293.733 1 1 0
0.116675 294.196 294.196 1 1 0
0.11684 294.659 294.659 1 1 0
0.117005 295.123 295.123 1 1 0
0.117169 295.586 295.586 1 1 0
0.117334 296.049 296.049 1 1 0
0.117499 296.513 296.513 1 1 0
0.117664 296.976 296.976 1 1 0
