0 60 
1.8756 59.9101 
3.744 59.8203 
5.6052 59.7306 
7.45924 59.6411 
9.30614 59.5517 
11.1459 59.4624 
12.9786 59.3733 
14.8042 59.2843 
16.6227 59.1955 
18.4342 59.1067 
20.2387 59.0181 
22.0362 58.9297 
23.8268 58.8414 
25.6104 58.7532 
27.387 58.6651 
29.1568 58.5772 
30.9196 58.4895 
32.6756 58.4018 
34.4248 58.3143 
36.1671 58.227 
37.9026 58.1397 
39.6314 58.0526 
41.3534 57.9657 
43.0686 57.8789 
44.7771 57.7922 
46.479 57.7057 
48.1741 57.6193 
49.8626 57.533 
51.5445 57.4469 
53.2197 57.361 
54.8883 57.2751 
56.5504 57.1894 
58.2059 57.1039 
59.8549 57.0185 
61.4973 56.9333 
63.1333 56.8482 
64.7628 56.7632 
66.3858 56.6784 
68.0024 56.5937 
69.6126 56.5092 
71.2164 56.4248 
72.8138 56.3406 
74.4048 56.2565 
75.9895 56.1726 
77.5679 56.0888 
79.14 56.0052 
80.7059 55.9218 
82.2654 55.8385 
83.8187 55.7553 
85.3659 55.6723 
86.9068 55.5895 
88.4415 55.5068 
89.9701 55.4242 
91.4925 55.3419 
93.0088 55.2596 
94.519 55.1776 
96.0231 55.0957 
97.5212 55.014 
99.0132 54.9324 
100.499 54.851 
101.979 54.7697 
103.453 54.6887 
104.921 54.6077 
106.383 54.527 
107.839 54.4464 
109.29 54.366 
110.734 54.2857 
112.172 54.2057 
113.605 54.1258 
115.032 54.046 
116.453 53.9664 
117.868 53.8871 
119.277 53.8078 
120.681 53.7288 
122.079 53.6499 
123.471 53.5712 
124.857 53.4927 
126.238 53.4143 
127.613 53.3361 
128.983 53.2582 
130.346 53.1803 
131.705 53.1027 
133.057 53.0252 
134.404 52.948 
135.746 52.8709 
137.082 52.794 
138.412 52.7172 
139.737 52.6407 
141.057 52.5643 
142.371 52.4881 
143.679 52.4122 
144.982 52.3363 
146.28 52.2607 
147.572 52.1853 
148.859 52.11 
150.141 52.035 
151.417 51.9601 
152.688 51.8855 
153.953 51.811 
155.214 51.7367 
156.469 51.6626 
157.719 51.5887 
158.963 51.5149 
160.203 51.4414 
161.437 51.3681 
162.666 51.2949 
163.89 51.222 
165.108 51.1493 
166.322 51.0767 
167.531 51.0044 
168.734 50.9322 
169.932 50.8603 
171.126 50.7885 
172.314 50.7169 
173.497 50.6456 
174.675 50.5744 
175.849 50.5034 
177.017 50.4327 
178.18 50.3621 
179.339 50.2918 
180.492 50.2216 
181.641 50.1517 
182.785 50.0819 
183.924 50.0124 
185.058 49.943 
186.187 49.8739 
187.311 49.8049 
188.431 49.7362 
189.546 49.6677 
190.656 49.5993 
191.761 49.5312 
192.862 49.4633 
193.958 49.3956 
195.049 49.3281 
196.136 49.2608 
197.218 49.1937 
198.295 49.1268 
199.368 49.0602 
200.436 48.9937 
201.499 48.9274 
202.558 48.8614 
203.613 48.7955 
204.663 48.7299 
205.708 48.6645 
206.749 48.5993 
207.785 48.5343 
208.817 48.4695 
209.845 48.4049 
210.868 48.3405 
211.886 48.2763 
212.901 48.2124 
213.91 48.1486 
214.916 48.0851 
215.917 48.0218 
216.914 47.9586 
217.906 47.8957 
218.894 47.833 
219.878 47.7706 
220.858 47.7083 
221.833 47.6462 
222.804 47.5844 
223.771 47.5227 
224.734 47.4613 
225.693 47.4001 
226.647 47.3391 
227.597 47.2783 
228.543 47.2177 
229.485 47.1573 
230.423 47.0971 
231.357 47.0372 
232.286 46.9774 
233.212 46.9179 
234.134 46.8586 
235.051 46.7995 
235.965 46.7406 
236.874 46.6819 
237.78 46.6234 
238.681 46.5651 
239.579 46.5071 
240.473 46.4492 
241.363 46.3916 
242.249 46.3341 
243.131 46.2769 
244.009 46.2199 
244.883 46.1631 
245.753 46.1065 
246.62 46.0501 
247.483 45.994 
248.342 45.938 
249.197 45.8822 
250.049 45.8267 
250.896 45.7714 
251.741 45.7162 
252.581 45.6613 
253.417 45.6066 
254.25 45.5521 
255.08 45.4978 
255.905 45.4437 
256.727 45.3898 
257.545 45.3361 
258.36 45.2827 
259.171 45.2294 
259.979 45.1763 
260.783 45.1235 
261.583 45.0708 
262.38 45.0184 
263.173 44.9661 
263.963 44.9141 
264.749 44.8623 
265.532 44.8107 
266.312 44.7592 
267.088 44.708 
267.86 44.657 
268.629 44.6062 
269.395 44.5556 
270.157 44.5052 
270.916 44.455 
271.672 44.405 
272.424 44.3552 
273.173 44.3056 
273.918 44.2562 
274.66 44.207 
275.399 44.158 
276.135 44.1091 
276.867 44.0605 
277.596 44.0121 
278.322 43.9639 
279.045 43.9159 
279.764 43.8681 
280.48 43.8205 
281.193 43.7731 
281.903 43.7259 
282.61 43.6788 
283.314 43.632 
284.014 43.5854 
284.711 43.5389 
285.406 43.4927 
286.097 43.4467 
286.785 43.4008 
287.47 43.3551 
288.152 43.3097 
288.83 43.2644 
289.506 43.2193 
290.179 43.1744 
290.849 43.1297 
291.516 43.0852 
292.18 43.0409 
292.841 42.9967 
293.499 42.9528 
294.154 42.909 
294.806 42.8655 
295.455 42.8221 
296.101 42.7789 
296.745 42.7359 
297.385 42.6931 
298.023 42.6505 
298.658 42.608 
299.29 42.5658 
299.919 42.5237 
300.546 42.4818 
301.169 42.4401 
301.79 42.3986 
302.408 42.3572 
303.024 42.3161 
303.636 42.2751 
304.246 42.2343 
304.853 42.1937 
305.457 42.1532 
306.059 42.113 
306.658 42.0729 
307.254 42.033 
307.848 41.9933 
308.439 41.9538 
309.028 41.9144 
309.613 41.8752 
310.196 41.8362 
310.777 41.7974 
311.355 41.7587 
311.93 41.7202 
312.503 41.6819 
313.073 41.6438 
313.641 41.6058 
314.206 41.568 
314.769 41.5304 
315.329 41.493 
315.887 41.4557 
316.442 41.4186 
316.995 41.3817 
317.545 41.3449 
318.093 41.3083 
318.638 41.2719 
319.181 41.2357 
319.721 41.1996 
320.259 41.1637 
320.795 41.1279 
321.328 41.0923 
321.859 41.0569 
322.388 41.0216 
322.914 40.9865 
323.438 40.9516 
323.959 40.9169 
324.479 40.8823 
324.995 40.8478 
325.51 40.8135 
326.022 40.7794 
326.532 40.7455 
327.04 40.7117 
327.546 40.6781 
328.049 40.6446 
328.55 40.6113 
329.048 40.5781 
329.545 40.5451 
330.039 40.5123 
330.532 40.4796 
331.022 40.4471 
331.509 40.4147 
331.995 40.3825 
332.478 40.3504 
332.96 40.3185 
333.439 40.2868 
333.916 40.2552 
334.391 40.2237 
334.864 40.1924 
335.334 40.1613 
335.803 40.1303 
336.27 40.0995 
336.734 40.0688 
337.197 40.0382 
337.657 40.0078 
338.115 39.9776 
338.572 39.9475 
339.026 39.9175 
339.478 39.8877 
339.929 39.8581 
340.377 39.8286 
340.823 39.7992 
341.268 39.77 
341.71 39.7409 
342.151 39.712 
342.589 39.6832 
343.026 39.6546 
343.46 39.6261 
343.893 39.5977 
344.324 39.5695 
344.753 39.5414 
345.18 39.5135 
345.605 39.4857 
346.028 39.458 
346.45 39.4305 
346.869 39.4031 
347.287 39.3759 
347.703 39.3488 
348.117 39.3218 
348.529 39.295 
348.94 39.2683 
349.348 39.2417 
349.755 39.2153 
350.16 39.189 
350.564 39.1628 
350.965 39.1368 
351.365 39.1109 
351.763 39.0852 
352.159 39.0595 
352.554 39.034 
352.947 39.0087 
353.338 38.9834 
353.727 38.9583 
354.115 38.9333 
354.501 38.9085 
354.885 38.8838 
355.268 38.8592 
355.649 38.8347 
356.028 38.8104 
356.406 38.7862 
356.782 38.7621 
357.156 38.7381 
357.529 38.7143 
357.9 38.6906 
358.269 38.667 
358.637 38.6435 
359.004 38.6202 
359.368 38.597 
359.732 38.5739 
360.093 38.5509 
360.453 38.5281 
360.812 38.5053 
361.169 38.4827 
361.524 38.4602 
361.878 38.4378 
362.23 38.4156 
362.581 38.3935 
362.93 38.3714 
363.278 38.3495 
363.624 38.3278 
363.969 38.3061 
364.312 38.2845 
364.654 38.2631 
364.994 38.2418 
365.333 38.2206 
365.671 38.1995 
366.007 38.1785 
366.341 38.1577 
366.674 38.1369 
367.006 38.1163 
367.336 38.0957 
367.665 38.0753 
367.993 38.055 
368.319 38.0348 
368.643 38.0148 
368.967 37.9948 
369.288 37.9749 
369.609 37.9552 
369.928 37.9355 
370.246 37.916 
370.562 37.8966 
370.877 37.8772 
371.191 37.858 
371.504 37.8389 
371.815 37.8199 
372.125 37.801 
372.433 37.7822 
372.74 37.7635 
373.046 37.745 
373.351 37.7265 
373.654 37.7081 
373.956 37.6898 
374.257 37.6717 
374.556 37.6536 
374.854 37.6356 
375.151 37.6178 
375.447 37.6 
375.741 37.5823 
376.035 37.5648 
376.327 37.5473 
376.617 37.5299 
376.907 37.5127 
377.195 37.4955 
377.483 37.4784 
377.768 37.4615 
378.053 37.4446 
378.337 37.4278 
378.619 37.4111 
378.9 37.3946 
379.18 37.3781 
379.459 37.3617 
379.737 37.3454 
380.014 37.3292 
380.289 37.3131 
380.563 37.2971 
380.836 37.2811 
381.108 37.2653 
381.379 37.2496 
381.649 37.2339 
381.918 37.2184 
382.185 37.2029 
382.452 37.1875 
382.717 37.1723 
382.981 37.1571 
383.245 37.142 
383.507 37.127 
383.768 37.1121 
384.028 37.0972 
384.286 37.0825 
384.544 37.0678 
384.801 37.0533 
385.057 37.0388 
385.312 37.0244 
385.565 37.0101 
385.818 36.9959 
386.069 36.9818 
386.32 36.9677 
386.569 36.9538 
386.818 36.9399 
387.066 36.9261 
387.312 36.9124 
387.558 36.8988 
387.802 36.8852 
388.046 36.8718 
388.288 36.8584 
388.53 36.8451 
388.771 36.8319 
389.01 36.8188 
389.249 36.8057 
389.487 36.7928 
389.724 36.7799 
389.959 36.7671 
390.194 36.7544 
390.428 36.7417 
390.661 36.7292 
390.893 36.7167 
391.125 36.7043 
391.355 36.692 
391.584 36.6797 
391.813 36.6676 
392.04 36.6555 
392.267 36.6435 
392.493 36.6315 
392.717 36.6197 
392.941 36.6079 
393.164 36.5962 
